Age,Height(cm),Weight(kg),Running Speed(km/h),Calories Burned,Running Time(min)
55,175,60,8.0,535.4,63
28,172,68,8.0,436.7,47
31,169,63,8.0,299.2,33
47,151,52,10.5,445.1,50
30,173,75,13.5,1483.7,84
27,180,65,13.5,435.5,29
42,176,61,13.5,1641.4,114
58,151,67,13.5,1598.7,111
43,163,81,8.0,416.2,38
27,153,98,13.5,925.9,41
54,162,60,13.5,886.4,63
50,185,50,10.5,742.1,89
59,184,52,10.5,319.9,37
35,157,69,10.5,553.7,47
22,151,62,8.0,488.4,55
54,155,69,8.0,686.0,70
58,180,56,8.0,327.8,43
44,159,59,10.5,441.5,45
17,170,70,13.5,1251.1,79
51,159,85,10.5,1622.3,112
56,172,89,8.0,403.6,32
24,152,70,10.5,1169.7,96
23,181,91,13.5,416.8,20
27,169,76,8.0,718.3,66
55,159,54,13.5,658.4,54
20,178,60,13.5,1049.0,79
41,183,51,8.0,405.7,56
28,186,61,13.5,1447.5,108
42,169,67,10.5,999.1,82
54,157,70,13.5,693.4,46
28,156,65,13.5,362.8,24
59,155,66,13.5,1182.2,83
53,160,51,10.5,196.2,23
40,167,58,13.5,1068.3,83
32,178,59,13.5,1041.1,75
29,174,97,10.5,444.9,25
41,170,51,8.0,773.5,113
20,152,53,8.0,742.8,105
27,167,95,8.0,1061.8,82
48,173,92,13.5,1791.9,88
23,187,52,8.0,863.5,117
27,159,94,10.5,1815.7,111
44,176,67,13.5,1797.6,116
57,161,73,13.5,370.3,22
39,156,62,13.5,885.7,63
39,166,75,8.0,407.4,38
44,150,74,8.0,1161.2,117
59,175,96,8.0,603.1,47
42,164,83,13.5,2278.0,119
41,182,79,10.5,444.6,33
45,186,62,13.5,212.1,16
35,180,86,10.5,1081.2,69
49,184,83,13.5,472.6,25
52,150,61,10.5,1199.6,113
30,157,58,13.5,413.7,31
30,161,75,13.5,929.2,56
51,168,68,10.5,933.0,75
46,174,79,10.5,224.9,17
44,181,88,10.5,1561.7,100
33,161,89,10.5,784.3,49
19,162,78,10.5,1347.2,99
32,177,47,10.5,868.8,103
46,150,81,10.5,1729.3,117
45,155,87,10.5,1247.7,80
31,157,84,13.5,278.1,15
41,153,70,10.5,258.8,21
54,154,99,10.5,613.3,34
58,174,67,13.5,854.9,57
54,171,88,13.5,403.2,20
39,177,83,8.0,789.5,69
41,188,59,8.0,895.2,114
58,172,93,10.5,544.5,35
23,153,48,10.5,570.7,65
38,153,73,8.0,612.7,60
33,170,66,8.0,429.6,49
34,186,69,10.5,1425.8,114
57,151,57,8.0,173.9,22
26,156,62,10.5,913.9,82
26,165,77,13.5,500.4,30
23,166,60,13.5,1138.0,81
54,169,89,8.0,1056.0,85
43,172,86,13.5,1545.3,78
49,183,88,13.5,302.0,16
17,160,46,13.5,152.4,15
50,183,99,13.5,1566.5,72
20,182,79,10.5,216.7,15
33,175,86,10.5,1690.9,116
20,151,78,8.0,231.3,21
59,172,74,13.5,1620.6,102
42,171,99,13.5,1792.9,83
20,183,57,13.5,1249.2,99
17,164,57,8.0,860.4,106
23,159,62,10.5,357.3,32
46,164,76,13.5,1823.1,102
25,178,76,10.5,637.3,46
51,172,79,8.0,617.8,59
24,166,83,10.5,705.2,47
40,158,90,13.5,1773.3,88
35,185,96,10.5,1515.1,87
52,158,73,10.5,771.8,63
59,165,93,8.0,624.2,47
43,185,73,8.0,1082.8,111
48,182,97,8.0,1121.6,85
30,180,88,8.0,951.2,82
34,155,60,10.5,424.4,42
44,159,88,10.5,1547.0,101
45,165,91,8.0,870.3,67
32,153,54,8.0,844.2,110
51,171,74,13.5,940.1,58
47,162,69,13.5,1408.5,94
20,165,83,8.0,783.5,69
53,178,64,10.5,279.1,24
33,155,49,8.0,182.0,28
55,175,45,10.5,925.3,117
42,160,74,10.5,620.9,50
55,173,93,13.5,1001.4,48
57,178,47,8.0,638.4,102
20,152,89,8.0,377.4,32
46,159,58,10.5,295.1,30
46,150,74,8.0,1188.3,119
38,175,94,13.5,1054.5,51
27,161,48,13.5,602.6,55
18,163,62,8.0,319.6,39
28,174,81,8.0,236.2,22
46,157,69,13.5,1534.3,102
52,153,92,8.0,1293.6,98
34,177,45,10.5,861.4,108
42,156,97,8.0,1345.3,98
23,159,90,10.5,497.5,32
17,185,59,8.0,650.1,82
42,151,53,8.0,433.6,62
39,175,59,13.5,1511.6,114
42,163,93,10.5,1377.3,84
22,165,68,13.5,1288.5,81
22,166,48,8.0,220.6,32
24,171,56,13.5,1475.6,118
40,153,81,8.0,355.8,32
38,168,81,8.0,757.8,70
35,151,87,8.0,434.5,37
53,188,50,10.5,447.0,49
34,158,83,10.5,280.1,20
47,168,90,10.5,659.5,40
53,165,68,13.5,1515.4,99
46,174,55,8.0,568.1,75
58,167,57,13.5,1265.6,102
49,172,78,13.5,517.2,29
26,170,69,8.0,998.2,105
53,160,51,13.5,521.0,46
28,188,96,8.0,337.1,26
46,153,48,8.0,120.7,19
43,174,52,8.0,562.2,78
55,181,64,8.0,738.5,85
25,179,73,13.5,1676.6,100
37,175,98,13.5,924.3,41
28,185,97,13.5,1995.6,93
45,183,95,10.5,1978.0,117
49,158,89,13.5,1153.0,59
59,161,90,13.5,1014.8,49
31,151,54,10.5,359.7,40
18,187,87,8.0,429.8,37
55,154,78,8.0,283.9,27
34,154,70,8.0,1034.6,104
19,171,85,10.5,241.9,17
23,154,93,13.5,871.7,43
59,153,47,13.5,834.0,80
34,158,50,13.5,834.4,78
54,178,49,13.5,475.2,42
53,171,49,10.5,871.3,101
49,176,98,13.5,1146.7,50
47,159,91,8.0,240.0,20
27,165,67,10.5,286.4,25
20,159,93,10.5,865.9,52
34,155,53,8.0,358.1,48
20,154,79,8.0,1011.5,95
50,155,64,13.5,1177.6,81
45,174,93,8.0,794.6,60
40,153,86,10.5,1606.9,112
38,189,79,10.5,1412.6,100
18,181,94,10.5,689.8,43
22,184,62,13.5,1078.5,74
58,159,61,13.5,936.9,68
41,183,68,8.0,959.5,107
37,185,47,13.5,869.2,83
32,155,76,13.5,1575.0,88
47,165,79,10.5,1244.6,88
30,168,82,10.5,323.5,23
55,183,57,8.0,786.5,99
44,174,91,10.5,1463.5,91
48,180,69,13.5,354.8,24
44,166,53,8.0,823.2,116
25,179,48,8.0,594.0,89
38,188,58,10.5,824.2,82
48,180,81,10.5,989.0,72
21,168,78,10.5,1528.4,109
39,184,55,8.0,501.6,66
21,178,85,10.5,700.4,48
58,150,47,13.5,1226.1,120
48,153,72,8.0,493.5,49
26,177,73,10.5,1519.5,117
55,167,53,13.5,1418.9,117
31,175,47,13.5,483.1,47
23,189,69,10.5,1048.4,86
45,168,78,13.5,840.0,46
19,155,56,8.0,526.7,69
35,150,86,8.0,1282.3,111
26,157,53,13.5,269.5,22
44,182,59,8.0,473.9,60
45,170,84,10.5,401.5,28
31,173,69,13.5,1669.4,112
51,174,49,8.0,145.7,22
22,168,55,10.5,1144.6,120
28,178,78,10.5,1109.7,85
54,159,68,8.0,887.8,91
29,161,59,13.5,903.9,68
45,182,82,10.5,506.7,35
35,156,52,10.5,988.1,110
19,166,49,10.5,776.1,89
24,159,92,10.5,447.7,28
24,180,70,13.5,1438.4,89
36,155,62,8.0,141.6,16
20,166,50,8.0,788.0,112
37,186,81,8.0,839.6,75
19,167,92,10.5,513.2,31
24,175,57,13.5,1179.2,92
39,165,72,8.0,986.0,103
32,157,49,13.5,657.3,62
29,173,57,8.0,865.1,105
19,162,61,10.5,228.1,22
25,178,94,8.0,939.0,70
30,181,84,10.5,444.2,31
29,173,89,10.5,1283.8,83
23,165,76,8.0,277.6,26
31,160,73,13.5,825.0,52
23,181,95,10.5,544.6,32
54,155,47,13.5,431.0,40
50,184,84,8.0,1272.0,109
57,182,78,10.5,700.7,51
38,167,84,13.5,1525.0,84
40,186,71,10.5,679.0,55
53,162,57,8.0,703.0,93
17,159,89,10.5,855.4,56
26,186,77,8.0,1152.1,104
59,175,50,13.5,1020.0,90
32,166,68,10.5,670.4,55
24,150,63,13.5,871.1,61
41,174,60,8.0,225.3,28
28,183,84,8.0,176.0,15
41,188,72,13.5,515.0,31
33,159,77,13.5,1853.5,111
42,169,92,8.0,906.0,69
30,156,85,13.5,2057.7,107
57,165,57,8.0,502.1,67
52,186,87,13.5,882.6,45
39,178,89,8.0,925.9,76
59,161,69,8.0,205.7,22
22,166,97,10.5,767.2,44
21,169,86,8.0,1125.8,91
59,175,80,8.0,1067.6,94
41,168,71,10.5,1028.5,80
34,161,82,10.5,881.3,59
29,170,51,13.5,382.4,32
59,183,49,13.5,1197.8,113
30,156,87,8.0,707.0,59
44,184,89,13.5,627.8,33
34,164,95,13.5,1946.4,91
44,150,75,8.0,886.8,82
43,175,67,10.5,1103.1,97
48,184,86,10.5,976.7,64
25,174,54,8.0,295.5,39
56,164,76,8.0,528.1,52
48,171,87,8.0,1277.5,109
36,155,97,8.0,668.4,50
44,164,74,8.0,813.2,82
49,173,83,8.0,810.5,70
20,170,75,13.5,893.0,53
50,156,62,13.5,1076.2,77
19,178,80,13.5,364.2,21
42,181,46,10.5,580.6,72
24,181,58,8.0,720.2,94
22,154,57,8.0,597.6,73
32,153,73,13.5,1002.4,62
40,171,56,10.5,192.8,19
55,167,83,13.5,1924.2,101
46,184,46,8.0,326.6,50
29,166,76,8.0,1135.0,110
21,173,57,13.5,1272.5,102
41,151,90,13.5,782.4,39
36,162,71,8.0,551.9,59
34,164,93,13.5,2310.9,106
34,154,85,8.0,383.6,33
18,152,61,13.5,302.3,21
26,186,84,10.5,1086.1,72
28,186,75,8.0,1182.8,119
29,186,78,10.5,1317.5,95
27,152,68,13.5,1196.0,80
35,184,89,10.5,1426.5,94
51,172,79,13.5,919.1,53
55,177,92,10.5,536.6,32
42,179,50,10.5,1023.7,117
30,167,63,10.5,168.2,15
40,185,74,8.0,771.0,77
57,182,51,10.5,152.1,17
17,175,54,13.5,418.9,35
59,189,85,13.5,826.4,44
38,166,76,8.0,256.2,25
39,189,78,8.0,384.9,36
35,156,72,13.5,1168.6,71
34,157,59,10.5,1033.9,103
28,180,74,13.5,296.2,17
44,161,81,8.0,474.5,44
44,180,73,8.0,1028.0,102
49,168,66,13.5,839.8,59
35,159,48,10.5,400.0,50
44,188,64,10.5,1179.0,101
53,161,76,8.0,932.2,86
42,169,80,13.5,1431.3,78
51,186,94,13.5,1490.7,68
50,156,48,8.0,561.0,82
51,163,71,13.5,1037.5,64
56,160,61,8.0,1021.6,117
32,156,56,10.5,436.2,45
54,178,66,10.5,499.3,43
29,159,61,13.5,1029.6,73
39,178,54,10.5,452.9,50
38,158,98,10.5,1616.6,91
32,185,45,8.0,715.4,119
44,159,66,8.0,823.3,87
51,168,70,13.5,1529.8,99
24,180,62,8.0,682.7,81
38,166,94,13.5,2085.6,103
37,158,58,13.5,1396.0,103
42,182,91,8.0,1096.1,90
56,183,73,10.5,1384.7,107
37,173,56,10.5,248.5,25
41,158,80,10.5,342.3,25
57,156,79,10.5,579.9,40
17,165,96,13.5,1384.1,67
22,168,56,10.5,277.4,28
39,188,51,13.5,893.2,78
39,155,73,8.0,925.1,94
59,160,55,8.0,176.5,24
59,161,77,13.5,798.1,45
39,162,50,10.5,993.5,109
48,161,91,13.5,983.6,50
46,170,59,10.5,240.2,24
29,159,76,10.5,557.9,40
59,169,95,13.5,691.5,34
34,185,55,13.5,718.3,58
39,177,67,10.5,892.5,76
31,173,70,13.5,1337.8,87
49,154,78,10.5,1290.1,93
37,186,90,13.5,486.5,23
55,161,78,8.0,912.6,85
39,184,73,10.5,1361.7,104
43,189,48,8.0,256.0,38
34,151,61,13.5,355.9,26
40,188,79,8.0,772.3,74
56,158,57,13.5,1287.2,98
58,171,85,10.5,1349.8,92
23,154,83,13.5,1816.0,100
36,161,59,13.5,416.1,30
43,150,99,10.5,765.4,43
22,171,73,13.5,790.5,46
43,187,73,10.5,1209.0,97
25,168,55,13.5,626.7,49
47,165,96,10.5,967.9,57
37,180,76,8.0,1212.2,110
42,152,46,13.5,724.4,67
56,172,91,13.5,729.1,34
29,167,58,13.5,1609.5,118
39,175,64,10.5,1043.6,98
36,162,66,13.5,334.6,22
53,167,55,10.5,1062.8,113
44,152,71,13.5,912.9,56
33,172,47,8.0,620.1,91
44,152,61,13.5,1558.0,119
57,174,88,8.0,1029.4,84
18,176,72,10.5,386.9,30
41,176,73,8.0,817.5,83
57,188,65,13.5,952.9,67
22,174,91,13.5,1154.9,59
27,173,60,10.5,654.8,65
54,157,81,13.5,2073.2,112
22,158,64,13.5,288.2,20
27,186,50,10.5,391.9,47
30,179,63,10.5,1073.5,93
18,168,49,8.0,199.6,29
56,165,47,10.5,230.7,28
19,173,45,13.5,524.4,53
51,170,82,10.5,1122.4,77
49,185,59,13.5,248.8,19
40,189,78,8.0,1144.9,104
35,188,79,10.5,1337.4,95
34,155,93,13.5,1324.8,66
40,154,69,10.5,377.1,30
51,163,68,10.5,1342.9,113
17,153,56,10.5,504.1,52
52,157,62,10.5,760.1,67
41,173,59,8.0,819.2,101
59,160,88,13.5,1841.7,91
50,166,60,10.5,1183.6,111
41,170,71,13.5,1652.1,107
32,175,52,8.0,505.6,67
50,176,90,13.5,1210.6,60
45,165,69,13.5,1720.5,112
35,175,61,8.0,984.8,112
39,182,73,10.5,1345.3,105
35,180,97,13.5,645.9,29
41,155,52,13.5,883.7,73
32,157,59,10.5,643.3,64
25,156,71,10.5,276.3,23
17,183,90,13.5,775.0,40
58,163,94,8.0,229.8,17
35,165,96,10.5,1857.8,114
49,158,51,10.5,534.0,61
50,159,47,8.0,120.9,19
32,166,73,13.5,1223.9,76
56,161,88,10.5,1534.6,98
34,155,97,13.5,2236.0,98
50,168,68,13.5,285.7,19
41,178,47,13.5,251.5,24
22,155,64,8.0,854.8,94
37,174,90,13.5,1548.7,77
22,173,59,13.5,539.8,39
48,174,69,10.5,700.6,58
57,165,74,10.5,497.4,39
59,165,58,8.0,369.7,44
55,155,51,8.0,196.1,28
47,186,61,10.5,1038.8,100
58,170,88,10.5,849.5,57
26,153,64,8.0,390.3,42
46,183,80,13.5,1993.2,108
34,177,53,8.0,239.7,33
40,187,82,13.5,2210.0,116
25,177,92,10.5,905.8,56
47,166,66,10.5,385.5,34
31,163,98,10.5,1985.1,113
20,156,97,13.5,2236.2,100
56,171,97,8.0,1247.9,93
25,150,46,13.5,247.0,25
25,178,68,8.0,612.6,68
42,180,52,8.0,828.9,112
20,179,55,8.0,298.5,38
33,164,57,10.5,852.8,84
32,167,61,8.0,270.5,31
31,184,52,10.5,390.6,42
51,179,65,8.0,598.3,64
21,183,62,8.0,902.2,109
21,160,74,10.5,1459.7,114
36,176,62,10.5,746.0,69
31,173,90,13.5,1726.1,87
34,184,91,8.0,308.9,24
18,188,75,10.5,478.3,35
45,157,82,13.5,1316.8,72
29,167,76,13.5,857.0,48
20,162,55,10.5,1050.9,109
58,173,89,8.0,1320.3,107
26,172,69,13.5,893.8,57
47,161,77,8.0,260.1,25
57,179,82,8.0,526.9,47
24,180,85,13.5,1384.3,72
19,177,52,10.5,570.1,60
25,171,55,8.0,578.8,75
46,177,66,10.5,863.2,76
27,162,95,13.5,304.9,15
51,174,68,8.0,345.1,35
53,156,85,10.5,1129.7,76
58,155,61,10.5,869.2,78
29,173,56,8.0,786.3,101
52,168,90,10.5,1384.7,87
29,168,76,10.5,950.7,70
28,185,59,13.5,195.6,15
53,158,60,13.5,481.9,35
26,185,98,10.5,619.1,36
25,187,66,10.5,798.9,68
23,189,72,8.0,185.3,18
18,178,64,13.5,1101.7,79
39,173,77,8.0,700.2,65
55,154,54,10.5,794.4,88
56,175,84,8.0,859.1,77
55,163,76,10.5,392.4,29
37,188,94,13.5,1012.1,50
39,178,77,13.5,752.1,43
45,155,46,10.5,516.4,66
30,156,77,13.5,1019.1,60
42,186,77,10.5,1077.0,83
21,167,85,8.0,492.9,43
47,172,57,10.5,628.0,61
41,187,74,8.0,1089.8,105
47,150,77,10.5,549.2,39
36,153,57,13.5,1151.1,94
33,184,96,10.5,518.7,30
18,172,70,10.5,1424.3,114
41,176,66,10.5,1161.2,103
29,175,83,13.5,1050.7,55
55,157,46,10.5,649.7,79
44,165,82,13.5,1525.1,83
58,152,83,10.5,1761.1,119
22,181,70,8.0,327.4,34
19,154,90,10.5,1285.8,83
51,169,94,8.0,648.0,50
34,163,59,13.5,1476.6,107
27,181,78,13.5,1942.9,112
36,175,86,10.5,1073.2,72
21,155,99,13.5,1396.0,62
35,185,88,10.5,1515.8,96
38,189,93,13.5,342.7,16
35,154,84,8.0,1039.8,94
32,162,55,13.5,542.1,43
40,181,47,8.0,718.1,111
57,165,50,10.5,263.1,30
20,150,53,10.5,457.3,49
31,162,50,10.5,680.4,76
41,160,53,8.0,909.0,120
51,157,83,10.5,1400.1,95
30,174,75,10.5,237.8,18
35,189,76,8.0,851.2,82
54,181,85,13.5,1198.1,65
52,173,94,10.5,1772.0,103
23,177,56,13.5,589.9,47
46,163,52,13.5,1083.5,92
35,152,52,10.5,354.5,38
41,185,94,10.5,1400.9,89
32,176,72,8.0,402.2,39
56,169,64,8.0,382.9,42
24,164,91,10.5,343.6,21
34,176,51,13.5,546.3,50
44,177,55,8.0,183.1,24
32,174,64,8.0,422.9,50
35,182,60,10.5,1150.3,109
58,163,48,10.5,832.6,97
33,157,50,10.5,269.4,32
29,163,66,10.5,235.5,20
23,150,70,8.0,1021.3,106
43,165,47,8.0,140.8,21
26,167,85,8.0,1368.5,116
50,156,86,13.5,494.9,26
52,164,58,8.0,433.9,55
41,173,55,8.0,609.1,77
22,162,62,10.5,1209.5,112
40,158,98,8.0,523.7,39
34,164,56,8.0,702.1,95
39,184,67,8.0,612.6,67
22,173,56,10.5,476.7,47
45,182,57,8.0,817.2,101
41,165,69,8.0,807.2,87
33,157,89,13.5,397.0,20
40,178,95,13.5,1575.2,76
27,172,63,13.5,1185.5,80
42,180,99,13.5,2609.3,116
50,189,90,10.5,371.5,23
44,163,80,13.5,1489.2,81
19,179,89,8.0,383.2,30
27,188,52,13.5,1259.2,103
54,176,73,10.5,1242.1,102
30,165,99,13.5,2496.7,107
42,155,97,13.5,1561.7,69
37,182,99,10.5,924.6,54
55,167,76,10.5,549.9,40
46,165,95,10.5,885.0,52
24,161,88,10.5,776.7,49
36,169,62,10.5,1065.2,101
48,189,50,10.5,728.2,82
38,178,62,8.0,596.4,73
23,179,63,13.5,1760.2,120
25,175,66,13.5,434.6,28
17,171,81,10.5,878.7,61
45,182,76,10.5,1558.1,117
24,188,85,8.0,1022.0,85
20,178,47,8.0,549.4,86
51,171,72,10.5,714.5,56
19,162,54,8.0,496.2,65
56,158,95,8.0,418.2,33
23,173,79,10.5,1066.2,80
43,164,73,10.5,796.1,61
17,185,98,10.5,1345.6,79
43,162,59,10.5,600.7,56
32,176,77,13.5,884.0,52
54,186,51,13.5,295.6,27
23,156,56,10.5,1193.6,120
39,157,93,8.0,759.9,58
57,186,74,10.5,494.7,38
27,163,65,13.5,1638.2,110
58,161,75,8.0,457.6,44
49,185,68,13.5,1310.0,84
52,189,64,10.5,555.8,52
53,166,81,13.5,1996.4,111
57,189,48,13.5,388.0,37
33,178,72,13.5,1368.5,88
51,176,88,8.0,841.3,71
21,150,64,13.5,1297.9,93
48,183,68,8.0,364.5,37
19,153,94,10.5,804.9,50
51,173,93,10.5,1124.4,71
30,170,95,13.5,331.4,15
47,182,76,8.0,896.8,86
47,156,85,10.5,250.9,17
33,150,80,8.0,308.1,28
40,152,97,8.0,1264.1,95
39,164,78,13.5,827.8,48
34,180,80,13.5,1479.7,84
30,165,46,8.0,548.3,83
31,159,59,8.0,512.6,65
31,178,78,13.5,2021.8,119
22,155,80,8.0,1315.2,118
43,178,50,13.5,476.2,43
31,166,83,8.0,1287.2,113
52,171,86,13.5,1914.5,96
24,173,95,8.0,1613.3,118
31,166,95,13.5,1363.8,62
19,170,98,8.0,1425.3,108
29,160,56,10.5,955.1,93
57,156,47,10.5,754.5,93
50,188,89,8.0,357.1,30
40,154,62,10.5,770.3,71
56,170,84,8.0,1318.9,111
48,167,65,8.0,206.8,24
48,184,59,10.5,345.3,33
46,169,77,8.0,1268.8,115
29,164,79,13.5,1405.5,81
17,154,70,8.0,493.5,50
50,162,52,8.0,128.2,18
31,161,80,10.5,1235.3,89
30,170,92,13.5,2409.3,119
45,186,74,8.0,487.1,47
50,155,67,8.0,383.9,42
34,156,86,8.0,1351.9,110
23,175,88,8.0,1197.3,94
45,157,58,8.0,192.6,23
47,158,58,8.0,690.0,89
41,176,46,13.5,196.9,20
54,153,99,13.5,1394.7,63
30,170,81,8.0,1203.5,105
24,180,49,8.0,639.2,90
43,170,82,10.5,531.2,36
18,189,89,13.5,2382.0,118
33,174,85,13.5,1129.6,62
53,188,98,8.0,1609.8,115
30,164,91,13.5,693.5,35
41,184,58,13.5,586.1,47
46,186,83,10.5,1428.2,95
45,177,69,10.5,850.8,70
36,163,64,13.5,596.2,43
37,153,46,13.5,685.6,67
38,169,83,13.5,966.7,54
51,183,50,8.0,617.1,88
53,161,61,10.5,334.2,32
32,182,69,8.0,603.6,61
59,173,72,10.5,335.4,27
33,169,46,10.5,329.9,41
32,154,79,10.5,1004.8,76
18,187,81,13.5,1567.8,88
20,179,49,10.5,959.9,110
37,173,45,8.0,758.3,119
55,189,84,10.5,845.0,59
50,156,56,8.0,131.7,17
46,185,80,10.5,520.0,36
22,187,89,10.5,630.9,41
33,165,67,13.5,1002.1,69
55,164,91,8.0,1012.7,81
41,172,75,10.5,623.1,47
21,161,55,10.5,146.4,16
21,178,54,8.0,654.8,89
36,164,47,10.5,498.8,60
32,178,98,13.5,2028.1,88
57,170,58,8.0,930.1,117
53,164,60,13.5,613.1,47
56,163,54,8.0,539.7,72
25,165,73,8.0,207.5,21
21,164,54,8.0,210.5,29
58,153,56,10.5,395.5,40
18,176,74,8.0,266.6,25
25,172,85,8.0,631.9,52
59,178,45,8.0,247.1,41
52,158,49,13.5,1324.2,117
38,156,64,8.0,180.9,21
38,153,52,10.5,133.6,15
38,154,87,8.0,1103.6,88
50,154,56,8.0,282.3,35
45,160,45,13.5,910.4,93
54,177,98,10.5,721.7,44
49,165,64,10.5,1184.6,108
34,179,72,10.5,279.5,22
23,153,87,8.0,1273.8,102
17,151,81,8.0,1045.5,97
49,152,91,10.5,268.4,17
17,170,81,10.5,955.8,69
40,155,56,13.5,347.7,29
20,167,81,10.5,729.2,50
20,154,93,8.0,265.4,20
34,158,93,8.0,700.4,56
43,169,88,8.0,751.9,64
59,177,72,13.5,500.0,32
48,175,91,10.5,1840.6,116
49,167,59,8.0,771.6,97
44,168,50,13.5,720.8,64
58,152,88,13.5,861.2,44
57,158,64,8.0,782.4,91
52,185,94,13.5,1149.1,53
22,180,58,13.5,327.4,26
32,166,46,8.0,734.0,112
50,172,53,13.5,875.9,73
39,183,81,8.0,1041.9,90
58,154,64,8.0,488.1,58
40,164,70,13.5,1646.5,102
29,152,73,8.0,173.6,18
34,168,45,8.0,325.3,50
29,177,99,10.5,1095.9,62
53,152,79,8.0,300.5,28
59,187,50,10.5,816.3,95
55,153,81,10.5,925.3,63
58,173,97,10.5,1430.4,81
33,180,49,10.5,1033.6,116
31,160,77,13.5,1803.8,101
34,186,93,13.5,1964.9,91
39,150,95,8.0,304.5,23
46,158,58,8.0,267.6,35
50,166,56,8.0,883.8,119
20,150,86,13.5,1689.0,86
19,152,64,10.5,1053.5,95
23,175,97,13.5,659.2,30
34,180,94,13.5,617.4,30
58,175,68,8.0,401.0,42
23,172,87,8.0,762.2,65
56,179,78,8.0,752.3,70
22,159,69,10.5,1132.6,94
38,157,94,10.5,1130.3,71
17,174,73,13.5,1124.8,66
20,171,83,10.5,873.8,60
59,164,75,8.0,989.5,92
45,159,91,10.5,808.4,52
37,169,87,10.5,1443.2,98
42,172,94,10.5,970.7,62
30,150,67,10.5,618.7,55
25,151,88,8.0,1315.3,112
28,168,82,8.0,793.2,73
58,163,64,13.5,1602.0,107
22,157,67,13.5,1271.3,81
36,187,89,13.5,1839.3,88
40,161,96,10.5,1722.1,98
43,175,60,10.5,839.3,80
54,176,94,8.0,534.7,41
24,178,86,13.5,857.2,46
17,164,99,8.0,923.9,70
40,150,52,13.5,288.5,24
23,177,94,13.5,1182.7,54
35,152,65,13.5,466.3,31
38,167,45,10.5,586.0,72
51,183,99,13.5,2417.3,111
46,181,52,13.5,233.2,20
45,178,73,10.5,674.3,53
38,174,76,13.5,574.3,32
27,175,82,10.5,1304.5,87
36,188,49,10.5,744.7,86
45,157,91,8.0,1249.7,103
57,168,66,10.5,1228.6,109
58,171,91,10.5,879.7,56
50,178,78,10.5,254.9,18
17,182,45,13.5,332.9,34
47,187,99,8.0,559.1,42
46,184,99,13.5,1184.7,54
34,152,70,10.5,1009.1,79
33,168,87,10.5,1797.2,118
54,159,54,8.0,439.6,58
30,176,74,8.0,374.5,37
39,164,94,10.5,1131.6,71
41,160,62,10.5,643.5,61
31,175,61,13.5,381.8,27
38,173,70,10.5,382.0,30
19,162,52,13.5,1216.0,104
35,181,91,8.0,856.2,69
50,186,84,13.5,2123.5,109
51,153,93,10.5,1308.0,79
17,162,56,13.5,1142.0,95
37,158,71,13.5,472.1,30
45,183,52,8.0,373.5,51
22,186,69,13.5,1032.2,66
53,156,90,10.5,396.1,24
17,150,48,13.5,582.2,52
17,161,77,13.5,960.6,58
43,170,45,13.5,1128.5,109
37,160,63,10.5,954.3,88
32,163,75,13.5,1168.4,68
56,183,60,10.5,1189.8,112
42,183,58,13.5,848.5,65
32,174,97,8.0,916.9,66
44,153,92,8.0,1091.3,84
17,175,49,8.0,746.5,106
52,165,85,10.5,1542.3,106
26,159,70,10.5,880.7,73
59,151,72,10.5,344.3,27
33,184,46,13.5,595.8,55
39,168,94,10.5,422.2,26
23,155,50,10.5,533.8,64
23,168,53,10.5,1088.5,118
31,157,77,10.5,960.9,71
50,163,85,8.0,775.2,64
20,159,69,13.5,1127.5,71
30,152,92,8.0,905.6,68
30,187,57,13.5,1055.0,80
32,178,53,13.5,257.1,22
23,164,97,8.0,1633.0,120
48,172,57,10.5,781.3,77
35,172,75,8.0,250.5,23
18,167,85,13.5,1364.1,74
26,168,55,13.5,923.5,77
33,177,48,10.5,697.5,86
53,175,78,8.0,185.1,17
28,159,82,13.5,1546.6,87
22,153,90,8.0,341.4,27
38,151,48,10.5,199.1,23
48,152,82,10.5,1553.6,109
57,156,63,13.5,1468.9,103
36,165,50,10.5,601.3,66
17,180,78,13.5,1343.1,76
22,159,62,13.5,298.0,22
35,168,57,10.5,1070.2,109
34,177,85,10.5,880.2,59
22,166,67,8.0,599.5,67
49,177,63,8.0,678.6,77
39,168,89,13.5,2291.7,109
39,186,55,8.0,733.8,95
42,172,45,13.5,709.7,71
29,169,68,10.5,795.6,68
23,162,98,10.5,590.4,33
31,162,51,8.0,592.7,81
43,160,69,13.5,928.9,60
42,164,65,13.5,1556.3,108
49,166,59,8.0,200.0,24
31,177,45,13.5,1063.3,107
52,168,56,13.5,1430.2,118
43,153,51,10.5,280.2,32
21,171,59,13.5,342.9,26
18,171,65,13.5,898.8,63
49,186,63,13.5,509.6,37
32,188,73,8.0,729.6,76
39,183,69,8.0,241.7,25
54,182,77,8.0,937.3,87
32,189,93,13.5,1419.1,70
30,182,76,13.5,1821.6,102
45,161,93,8.0,1313.1,103
42,151,79,8.0,718.3,69
51,177,88,13.5,750.6,39
31,159,82,13.5,432.5,23
19,171,70,10.5,309.0,26
39,166,55,8.0,181.7,25
45,175,79,13.5,935.2,52
50,152,52,8.0,302.7,42
49,156,90,8.0,281.1,22
57,157,58,8.0,725.3,88
57,169,54,10.5,1018.1,103
39,161,46,13.5,603.4,61
23,184,90,13.5,965.8,50
